signal_type,id_cliente,familia,month,prediccion,urgency,signal,categoria,signal_date,restock_date,metadata
type_1_model_prediction,37464,Familia T1,2026-01,17.555273056030273,,Esta semana el cliente 37464 podria comprar 18 unidades de Familia T1.,,,,
type_1_model_prediction,37467,Familia T1,2026-01,10.006915092468262,,Esta semana el cliente 37467 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,37468,Familia T1,2026-01,11.815486907958984,,Esta semana el cliente 37468 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,37520,Familia T1,2026-01,13.251631736755371,,Esta semana el cliente 37520 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,37521,Familia T1,2026-01,20.463579177856445,,Esta semana el cliente 37521 podria comprar 20 unidades de Familia T1.,,,,
type_1_model_prediction,37539,Familia T1,2026-01,4.418646812438965,,Esta semana el cliente 37539 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,37551,Familia T1,2026-01,6.917466640472412,,Esta semana el cliente 37551 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,37581,Familia T1,2026-01,10.193567276000977,,Esta semana el cliente 37581 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,37594,Familia T1,2026-01,2.2759222984313965,,Esta semana el cliente 37594 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,37595,Familia T1,2026-01,12.460420608520508,,Esta semana el cliente 37595 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,37601,Familia T1,2026-01,9.771482467651367,,Esta semana el cliente 37601 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,37617,Familia T1,2026-01,8.046192169189453,,Esta semana el cliente 37617 podria comprar 8 unidades de Familia T1.,,,,
type_1_model_prediction,37620,Familia T1,2026-01,1.3584765195846558,,Esta semana el cliente 37620 podria comprar 1 unidades de Familia T1.,,,,
type_1_model_prediction,37644,Familia T1,2026-01,17.87781524658203,,Esta semana el cliente 37644 podria comprar 18 unidades de Familia T1.,,,,
type_1_model_prediction,37652,Familia T1,2026-01,4.0231828689575195,,Esta semana el cliente 37652 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,37653,Familia T1,2026-01,12.012656211853027,,Esta semana el cliente 37653 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,37654,Familia T1,2026-01,13.31139850616455,,Esta semana el cliente 37654 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,37655,Familia T1,2026-01,12.469545364379883,,Esta semana el cliente 37655 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,37656,Familia T1,2026-01,18.495298385620117,,Esta semana el cliente 37656 podria comprar 18 unidades de Familia T1.,,,,
type_1_model_prediction,37715,Familia T1,2026-01,5.172817230224609,,Esta semana el cliente 37715 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,37753,Familia T1,2026-01,7.798460006713867,,Esta semana el cliente 37753 podria comprar 8 unidades de Familia T1.,,,,
type_1_model_prediction,37754,Familia T1,2026-01,8.1386137008667,,Esta semana el cliente 37754 podria comprar 8 unidades de Familia T1.,,,,
type_1_model_prediction,37755,Familia T1,2026-01,1.8165662288665771,,Esta semana el cliente 37755 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,37799,Familia T1,2026-01,12.105986595153809,,Esta semana el cliente 37799 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,37834,Familia T1,2026-01,3.0947980880737305,,Esta semana el cliente 37834 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,37847,Familia T1,2026-01,16.544879913330078,,Esta semana el cliente 37847 podria comprar 17 unidades de Familia T1.,,,,
type_1_model_prediction,37849,Familia T1,2026-01,2.866931676864624,,Esta semana el cliente 37849 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,37949,Familia T1,2026-01,14.84278392791748,,Esta semana el cliente 37949 podria comprar 15 unidades de Familia T1.,,,,
type_1_model_prediction,37969,Familia T1,2026-01,6.381985187530518,,Esta semana el cliente 37969 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,37972,Familia T1,2026-01,14.966802597045898,,Esta semana el cliente 37972 podria comprar 15 unidades de Familia T1.,,,,
type_1_model_prediction,37974,Familia T1,2026-01,4.525347709655762,,Esta semana el cliente 37974 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,37980,Familia T1,2026-01,13.378870010375977,,Esta semana el cliente 37980 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,37982,Familia T1,2026-01,6.525620937347412,,Esta semana el cliente 37982 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,37985,Familia T1,2026-01,1.931241512298584,,Esta semana el cliente 37985 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,37994,Familia T1,2026-01,4.508813858032227,,Esta semana el cliente 37994 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,38003,Familia T1,2026-01,6.848241329193115,,Esta semana el cliente 38003 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,38021,Familia T1,2026-01,23.25228500366211,,Esta semana el cliente 38021 podria comprar 23 unidades de Familia T1.,,,,
type_1_model_prediction,38500,Familia T1,2026-01,15.73260498046875,,Esta semana el cliente 38500 podria comprar 16 unidades de Familia T1.,,,,
type_1_model_prediction,38501,Familia T1,2026-01,5.968567848205566,,Esta semana el cliente 38501 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,38577,Familia T1,2026-01,17.988094329833984,,Esta semana el cliente 38577 podria comprar 18 unidades de Familia T1.,,,,
type_1_model_prediction,38579,Familia T1,2026-01,4.043246269226074,,Esta semana el cliente 38579 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,38581,Familia T1,2026-01,21.572574615478516,,Esta semana el cliente 38581 podria comprar 22 unidades de Familia T1.,,,,
type_1_model_prediction,38612,Familia T1,2026-01,2.1358823776245117,,Esta semana el cliente 38612 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,38625,Familia T1,2026-01,17.46794891357422,,Esta semana el cliente 38625 podria comprar 17 unidades de Familia T1.,,,,
type_1_model_prediction,38636,Familia T1,2026-01,2.140861988067627,,Esta semana el cliente 38636 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,38649,Familia T1,2026-01,3.1304636001586914,,Esta semana el cliente 38649 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,38716,Familia T1,2026-01,3.5340828895568848,,Esta semana el cliente 38716 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,38739,Familia T1,2026-01,4.7729387283325195,,Esta semana el cliente 38739 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,38747,Familia T1,2026-01,1.3832364082336426,,Esta semana el cliente 38747 podria comprar 1 unidades de Familia T1.,,,,
type_1_model_prediction,38758,Familia T1,2026-01,13.349013328552246,,Esta semana el cliente 38758 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,38760,Familia T1,2026-01,15.519336700439453,,Esta semana el cliente 38760 podria comprar 16 unidades de Familia T1.,,,,
type_1_model_prediction,38764,Familia T1,2026-01,7.459590911865234,,Esta semana el cliente 38764 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,38767,Familia T1,2026-01,4.448803901672363,,Esta semana el cliente 38767 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,38776,Familia T1,2026-01,8.500895500183105,,Esta semana el cliente 38776 podria comprar 9 unidades de Familia T1.,,,,
type_1_model_prediction,38856,Familia T1,2026-01,7.4982709884643555,,Esta semana el cliente 38856 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,38897,Familia T1,2026-01,2.2142627239227295,,Esta semana el cliente 38897 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,38920,Familia T1,2026-01,13.240966796875,,Esta semana el cliente 38920 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,38978,Familia T1,2026-01,17.199451446533203,,Esta semana el cliente 38978 podria comprar 17 unidades de Familia T1.,,,,
type_1_model_prediction,39016,Familia T1,2026-01,1.874054193496704,,Esta semana el cliente 39016 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,39031,Familia T1,2026-01,5.77950382232666,,Esta semana el cliente 39031 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,39036,Familia T1,2026-01,9.343658447265625,,Esta semana el cliente 39036 podria comprar 9 unidades de Familia T1.,,,,
type_1_model_prediction,39037,Familia T1,2026-01,14.593700408935547,,Esta semana el cliente 39037 podria comprar 15 unidades de Familia T1.,,,,
type_1_model_prediction,39038,Familia T1,2026-01,12.386190414428711,,Esta semana el cliente 39038 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,39075,Familia T1,2026-01,4.458919525146484,,Esta semana el cliente 39075 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,39083,Familia T1,2026-01,10.91005802154541,,Esta semana el cliente 39083 podria comprar 11 unidades de Familia T1.,,,,
type_1_model_prediction,39127,Familia T1,2026-01,11.26223087310791,,Esta semana el cliente 39127 podria comprar 11 unidades de Familia T1.,,,,
type_1_model_prediction,39164,Familia T1,2026-01,12.869173049926758,,Esta semana el cliente 39164 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,39166,Familia T1,2026-01,17.918752670288086,,Esta semana el cliente 39166 podria comprar 18 unidades de Familia T1.,,,,
type_1_model_prediction,39167,Familia T1,2026-01,13.40128231048584,,Esta semana el cliente 39167 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,39175,Familia T1,2026-01,3.7460217475891113,,Esta semana el cliente 39175 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,39181,Familia T1,2026-01,23.30732536315918,,Esta semana el cliente 39181 podria comprar 23 unidades de Familia T1.,,,,
type_1_model_prediction,39183,Familia T1,2026-01,10.218805313110352,,Esta semana el cliente 39183 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,39187,Familia T1,2026-01,15.34979248046875,,Esta semana el cliente 39187 podria comprar 15 unidades de Familia T1.,,,,
type_1_model_prediction,39191,Familia T1,2026-01,9.751800537109375,,Esta semana el cliente 39191 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,39212,Familia T1,2026-01,7.943523406982422,,Esta semana el cliente 39212 podria comprar 8 unidades de Familia T1.,,,,
type_1_model_prediction,39244,Familia T1,2026-01,16.5549373626709,,Esta semana el cliente 39244 podria comprar 17 unidades de Familia T1.,,,,
type_1_model_prediction,39289,Familia T1,2026-01,17.149694442749023,,Esta semana el cliente 39289 podria comprar 17 unidades de Familia T1.,,,,
type_1_model_prediction,39294,Familia T1,2026-01,19.02853012084961,,Esta semana el cliente 39294 podria comprar 19 unidades de Familia T1.,,,,
type_1_model_prediction,39298,Familia T1,2026-01,16.539884567260742,,Esta semana el cliente 39298 podria comprar 17 unidades de Familia T1.,,,,
type_1_model_prediction,39300,Familia T1,2026-01,20.939176559448242,,Esta semana el cliente 39300 podria comprar 21 unidades de Familia T1.,,,,
type_1_model_prediction,39311,Familia T1,2026-01,7.468654632568359,,Esta semana el cliente 39311 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,39357,Familia T1,2026-01,12.715989112854004,,Esta semana el cliente 39357 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,39365,Familia T1,2026-01,24.15372085571289,,Esta semana el cliente 39365 podria comprar 24 unidades de Familia T1.,,,,
type_1_model_prediction,39378,Familia T1,2026-01,1.5760972499847412,,Esta semana el cliente 39378 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,39387,Familia T1,2026-01,3.4349541664123535,,Esta semana el cliente 39387 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,39394,Familia T1,2026-01,8.295059204101562,,Esta semana el cliente 39394 podria comprar 8 unidades de Familia T1.,,,,
type_1_model_prediction,39404,Familia T1,2026-01,11.85468864440918,,Esta semana el cliente 39404 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,39414,Familia T1,2026-01,4.672149658203125,,Esta semana el cliente 39414 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,39417,Familia T1,2026-01,7.866280555725098,,Esta semana el cliente 39417 podria comprar 8 unidades de Familia T1.,,,,
type_1_model_prediction,39452,Familia T1,2026-01,17.35359764099121,,Esta semana el cliente 39452 podria comprar 17 unidades de Familia T1.,,,,
type_1_model_prediction,39454,Familia T1,2026-01,16.12716293334961,,Esta semana el cliente 39454 podria comprar 16 unidades de Familia T1.,,,,
type_1_model_prediction,39475,Familia T1,2026-01,2.8055007457733154,,Esta semana el cliente 39475 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,39571,Familia T1,2026-01,12.468076705932617,,Esta semana el cliente 39571 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,39685,Familia T1,2026-01,4.460885524749756,,Esta semana el cliente 39685 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,39697,Familia T1,2026-01,7.988092422485352,,Esta semana el cliente 39697 podria comprar 8 unidades de Familia T1.,,,,
type_1_model_prediction,39700,Familia T1,2026-01,12.576167106628418,,Esta semana el cliente 39700 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,39718,Familia T1,2026-01,9.114270210266113,,Esta semana el cliente 39718 podria comprar 9 unidades de Familia T1.,,,,
type_1_model_prediction,39721,Familia T1,2026-01,9.016927719116211,,Esta semana el cliente 39721 podria comprar 9 unidades de Familia T1.,,,,
type_1_model_prediction,39754,Familia T1,2026-01,3.9563488960266113,,Esta semana el cliente 39754 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,39760,Familia T1,2026-01,9.826927185058594,,Esta semana el cliente 39760 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,39792,Familia T1,2026-01,9.92284107208252,,Esta semana el cliente 39792 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,39798,Familia T1,2026-01,1.9096019268035889,,Esta semana el cliente 39798 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,39800,Familia T1,2026-01,2.6242125034332275,,Esta semana el cliente 39800 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,39862,Familia T1,2026-01,4.595790863037109,,Esta semana el cliente 39862 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,39878,Familia T1,2026-01,6.7762651443481445,,Esta semana el cliente 39878 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,39879,Familia T1,2026-01,2.2180986404418945,,Esta semana el cliente 39879 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,39945,Familia T1,2026-01,22.958621978759766,,Esta semana el cliente 39945 podria comprar 23 unidades de Familia T1.,,,,
type_1_model_prediction,39949,Familia T1,2026-01,8.55088996887207,,Esta semana el cliente 39949 podria comprar 9 unidades de Familia T1.,,,,
type_1_model_prediction,39951,Familia T1,2026-01,12.612552642822266,,Esta semana el cliente 39951 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,39965,Familia T1,2026-01,21.97080421447754,,Esta semana el cliente 39965 podria comprar 22 unidades de Familia T1.,,,,
type_1_model_prediction,39969,Familia T1,2026-01,11.3218994140625,,Esta semana el cliente 39969 podria comprar 11 unidades de Familia T1.,,,,
type_1_model_prediction,39974,Familia T1,2026-01,12.881935119628906,,Esta semana el cliente 39974 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,39982,Familia T1,2026-01,4.141167640686035,,Esta semana el cliente 39982 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,40015,Familia T1,2026-01,3.0708560943603516,,Esta semana el cliente 40015 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,40046,Familia T1,2026-01,5.969614505767822,,Esta semana el cliente 40046 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,40062,Familia T1,2026-01,5.5275187492370605,,Esta semana el cliente 40062 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,40074,Familia T1,2026-01,10.325553894042969,,Esta semana el cliente 40074 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,40128,Familia T1,2026-01,6.9907426834106445,,Esta semana el cliente 40128 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,40159,Familia T1,2026-01,13.834949493408203,,Esta semana el cliente 40159 podria comprar 14 unidades de Familia T1.,,,,
type_1_model_prediction,40174,Familia T1,2026-01,2.515214681625366,,Esta semana el cliente 40174 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,40193,Familia T1,2026-01,4.7434468269348145,,Esta semana el cliente 40193 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,40220,Familia T1,2026-01,11.614428520202637,,Esta semana el cliente 40220 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,40251,Familia T1,2026-01,3.4311227798461914,,Esta semana el cliente 40251 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,40264,Familia T1,2026-01,11.08896255493164,,Esta semana el cliente 40264 podria comprar 11 unidades de Familia T1.,,,,
type_1_model_prediction,40295,Familia T1,2026-01,6.645612716674805,,Esta semana el cliente 40295 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,40315,Familia T1,2026-01,9.37769603729248,,Esta semana el cliente 40315 podria comprar 9 unidades de Familia T1.,,,,
type_1_model_prediction,40316,Familia T1,2026-01,22.420589447021484,,Esta semana el cliente 40316 podria comprar 22 unidades de Familia T1.,,,,
type_1_model_prediction,40320,Familia T1,2026-01,16.266197204589844,,Esta semana el cliente 40320 podria comprar 16 unidades de Familia T1.,,,,
type_1_model_prediction,40358,Familia T1,2026-01,4.7521843910217285,,Esta semana el cliente 40358 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,40366,Familia T1,2026-01,5.967518329620361,,Esta semana el cliente 40366 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,40371,Familia T1,2026-01,6.185504913330078,,Esta semana el cliente 40371 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,40374,Familia T1,2026-01,10.100653648376465,,Esta semana el cliente 40374 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,40381,Familia T1,2026-01,6.509450912475586,,Esta semana el cliente 40381 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,40383,Familia T1,2026-01,9.767974853515625,,Esta semana el cliente 40383 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,40386,Familia T1,2026-01,11.60435676574707,,Esta semana el cliente 40386 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,40397,Familia T1,2026-01,2.946760654449463,,Esta semana el cliente 40397 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,40434,Familia T1,2026-01,5.966180324554443,,Esta semana el cliente 40434 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,40437,Familia T1,2026-01,11.606291770935059,,Esta semana el cliente 40437 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,40439,Familia T1,2026-01,22.820032119750977,,Esta semana el cliente 40439 podria comprar 23 unidades de Familia T1.,,,,
type_1_model_prediction,40442,Familia T1,2026-01,6.839221477508545,,Esta semana el cliente 40442 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,40446,Familia T1,2026-01,14.561296463012695,,Esta semana el cliente 40446 podria comprar 15 unidades de Familia T1.,,,,
type_1_model_prediction,40447,Familia T1,2026-01,2.388655185699463,,Esta semana el cliente 40447 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,40456,Familia T1,2026-01,5.753148078918457,,Esta semana el cliente 40456 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,40497,Familia T1,2026-01,11.108981132507324,,Esta semana el cliente 40497 podria comprar 11 unidades de Familia T1.,,,,
type_1_model_prediction,40504,Familia T1,2026-01,3.6350011825561523,,Esta semana el cliente 40504 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,40513,Familia T1,2026-01,3.4469728469848633,,Esta semana el cliente 40513 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,40521,Familia T1,2026-01,5.835205078125,,Esta semana el cliente 40521 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,40575,Familia T1,2026-01,5.563047885894775,,Esta semana el cliente 40575 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,40582,Familia T1,2026-01,15.554069519042969,,Esta semana el cliente 40582 podria comprar 16 unidades de Familia T1.,,,,
type_1_model_prediction,40583,Familia T1,2026-01,1.2298996448516846,,Esta semana el cliente 40583 podria comprar 1 unidades de Familia T1.,,,,
type_1_model_prediction,40599,Familia T1,2026-01,4.659630298614502,,Esta semana el cliente 40599 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,40604,Familia T1,2026-01,2.0457000732421875,,Esta semana el cliente 40604 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,40613,Familia T1,2026-01,13.511730194091797,,Esta semana el cliente 40613 podria comprar 14 unidades de Familia T1.,,,,
type_1_model_prediction,40617,Familia T1,2026-01,3.387650489807129,,Esta semana el cliente 40617 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,40622,Familia T1,2026-01,14.814435005187988,,Esta semana el cliente 40622 podria comprar 15 unidades de Familia T1.,,,,
type_1_model_prediction,40638,Familia T1,2026-01,5.034690856933594,,Esta semana el cliente 40638 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,40641,Familia T1,2026-01,12.00851058959961,,Esta semana el cliente 40641 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,40659,Familia T1,2026-01,5.765397548675537,,Esta semana el cliente 40659 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,40675,Familia T1,2026-01,13.600921630859375,,Esta semana el cliente 40675 podria comprar 14 unidades de Familia T1.,,,,
type_1_model_prediction,40708,Familia T1,2026-01,14.103766441345215,,Esta semana el cliente 40708 podria comprar 14 unidades de Familia T1.,,,,
type_1_model_prediction,40714,Familia T1,2026-01,1.8152425289154053,,Esta semana el cliente 40714 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,40717,Familia T1,2026-01,2.713238477706909,,Esta semana el cliente 40717 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,40720,Familia T1,2026-01,8.061687469482422,,Esta semana el cliente 40720 podria comprar 8 unidades de Familia T1.,,,,
type_1_model_prediction,40766,Familia T1,2026-01,9.09291934967041,,Esta semana el cliente 40766 podria comprar 9 unidades de Familia T1.,,,,
type_1_model_prediction,40822,Familia T1,2026-01,8.733524322509766,,Esta semana el cliente 40822 podria comprar 9 unidades de Familia T1.,,,,
type_1_model_prediction,40833,Familia T1,2026-01,13.02824878692627,,Esta semana el cliente 40833 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,40843,Familia T1,2026-01,8.684226036071777,,Esta semana el cliente 40843 podria comprar 9 unidades de Familia T1.,,,,
type_1_model_prediction,40866,Familia T1,2026-01,10.581777572631836,,Esta semana el cliente 40866 podria comprar 11 unidades de Familia T1.,,,,
type_1_model_prediction,40890,Familia T1,2026-01,17.95282554626465,,Esta semana el cliente 40890 podria comprar 18 unidades de Familia T1.,,,,
type_1_model_prediction,40891,Familia T1,2026-01,11.222002983093262,,Esta semana el cliente 40891 podria comprar 11 unidades de Familia T1.,,,,
type_1_model_prediction,40892,Familia T1,2026-01,21.396324157714844,,Esta semana el cliente 40892 podria comprar 21 unidades de Familia T1.,,,,
type_1_model_prediction,40897,Familia T1,2026-01,22.82775115966797,,Esta semana el cliente 40897 podria comprar 23 unidades de Familia T1.,,,,
type_1_model_prediction,41012,Familia T1,2026-01,11.058929443359375,,Esta semana el cliente 41012 podria comprar 11 unidades de Familia T1.,,,,
type_1_model_prediction,41014,Familia T1,2026-01,1.9468140602111816,,Esta semana el cliente 41014 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,41046,Familia T1,2026-01,5.202423095703125,,Esta semana el cliente 41046 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,41053,Familia T1,2026-01,12.887032508850098,,Esta semana el cliente 41053 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,41062,Familia T1,2026-01,12.569719314575195,,Esta semana el cliente 41062 podria comprar 13 unidades de Familia T1.,,,,
type_1_model_prediction,41079,Familia T1,2026-01,8.651888847351074,,Esta semana el cliente 41079 podria comprar 9 unidades de Familia T1.,,,,
type_1_model_prediction,41125,Familia T1,2026-01,6.914889812469482,,Esta semana el cliente 41125 podria comprar 7 unidades de Familia T1.,,,,
type_1_model_prediction,41145,Familia T1,2026-01,8.273677825927734,,Esta semana el cliente 41145 podria comprar 8 unidades de Familia T1.,,,,
type_1_model_prediction,41169,Familia T1,2026-01,12.243733406066895,,Esta semana el cliente 41169 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,41173,Familia T1,2026-01,10.201759338378906,,Esta semana el cliente 41173 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,41186,Familia T1,2026-01,2.8425955772399902,,Esta semana el cliente 41186 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,41202,Familia T1,2026-01,14.615388870239258,,Esta semana el cliente 41202 podria comprar 15 unidades de Familia T1.,,,,
type_1_model_prediction,41235,Familia T1,2026-01,1.9863734245300293,,Esta semana el cliente 41235 podria comprar 2 unidades de Familia T1.,,,,
type_1_model_prediction,41287,Familia T1,2026-01,23.9039306640625,,Esta semana el cliente 41287 podria comprar 24 unidades de Familia T1.,,,,
type_1_model_prediction,41332,Familia T1,2026-01,3.1427626609802246,,Esta semana el cliente 41332 podria comprar 3 unidades de Familia T1.,,,,
type_1_model_prediction,41349,Familia T1,2026-01,3.5941333770751953,,Esta semana el cliente 41349 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,41364,Familia T1,2026-01,4.350423812866211,,Esta semana el cliente 41364 podria comprar 4 unidades de Familia T1.,,,,
type_1_model_prediction,41365,Familia T1,2026-01,6.315523147583008,,Esta semana el cliente 41365 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,41368,Familia T1,2026-01,15.55221176147461,,Esta semana el cliente 41368 podria comprar 16 unidades de Familia T1.,,,,
type_1_model_prediction,41386,Familia T1,2026-01,6.249992370605469,,Esta semana el cliente 41386 podria comprar 6 unidades de Familia T1.,,,,
type_1_model_prediction,41389,Familia T1,2026-01,8.639263153076172,,Esta semana el cliente 41389 podria comprar 9 unidades de Familia T1.,,,,
type_1_model_prediction,41394,Familia T1,2026-01,9.866162300109863,,Esta semana el cliente 41394 podria comprar 10 unidades de Familia T1.,,,,
type_1_model_prediction,41399,Familia T1,2026-01,14.430535316467285,,Esta semana el cliente 41399 podria comprar 14 unidades de Familia T1.,,,,
type_1_model_prediction,41423,Familia T1,2026-01,4.8160786628723145,,Esta semana el cliente 41423 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,41428,Familia T1,2026-01,11.653844833374023,,Esta semana el cliente 41428 podria comprar 12 unidades de Familia T1.,,,,
type_1_model_prediction,41435,Familia T1,2026-01,10.589078903198242,,Esta semana el cliente 41435 podria comprar 11 unidades de Familia T1.,,,,
type_1_model_prediction,41445,Familia T1,2026-01,11.383928298950195,,Esta semana el cliente 41445 podria comprar 11 unidades de Familia T1.,,,,
type_1_model_prediction,41460,Familia T1,2026-01,5.186070442199707,,Esta semana el cliente 41460 podria comprar 5 unidades de Familia T1.,,,,
type_1_model_prediction,41480,Familia T1,2026-01,18.222087860107422,,Esta semana el cliente 41480 podria comprar 18 unidades de Familia T1.,,,,
