id_cliente,familia,month,real,prediccion,error
2821,Familia C1,2025-01,0,0.0,0.0
2887,Familia C1,2025-01,15,0.9775934219360352,14.022406578063965
2975,Familia C1,2025-01,0,0.7383685111999512,-0.7383685111999512
3049,Familia C1,2025-01,1,0.790189802646637,0.20981019735336304
3129,Familia C1,2025-01,5,0.2831559181213379,4.716844081878662
3383,Familia C1,2025-01,0,0.9516178369522095,-0.9516178369522095
3386,Familia C1,2025-01,5,0.0,5.0
3478,Familia C1,2025-01,0,0.0,0.0
3637,Familia C1,2025-01,0,0.0,0.0
3709,Familia C1,2025-01,0,0.98070228099823,-0.98070228099823
3723,Familia C1,2025-01,0,0.06152597442269325,-0.06152597442269325
3728,Familia C1,2025-01,0,1.1258745193481445,-1.1258745193481445
3894,Familia C1,2025-01,0,0.40074771642684937,-0.40074771642684937
3920,Familia C1,2025-01,5,0.0,5.0
3933,Familia C1,2025-01,6,0.0,6.0
4048,Familia C1,2025-01,0,1.1797826290130615,-1.1797826290130615
4058,Familia C1,2025-01,0,0.7808723449707031,-0.7808723449707031
4254,Familia C1,2025-01,5,0.5616769790649414,4.438323020935059
4359,Familia C1,2025-01,5,0.19950205087661743,4.800497949123383
4425,Familia C1,2025-01,0,0.043183475732803345,-0.043183475732803345
4668,Familia C1,2025-01,6,0.2199021577835083,5.780097842216492
4710,Familia C1,2025-01,5,0.5105792880058289,4.489420711994171
4748,Familia C1,2025-01,6,0.8615531921386719,5.138446807861328
4872,Familia C1,2025-01,15,1.248586654663086,13.751413345336914
5115,Familia C1,2025-01,0,0.3049580454826355,-0.3049580454826355
5191,Familia C1,2025-01,10,0.45475512742996216,9.545244872570038
5273,Familia C1,2025-01,15,0.2674846947193146,14.732515305280685
5347,Familia C1,2025-01,2,0.6582025289535522,1.3417974710464478
5362,Familia C1,2025-01,0,0.17501020431518555,-0.17501020431518555
5394,Familia C1,2025-01,0,0.0,0.0
5665,Familia C1,2025-01,20,0.0,20.0
5789,Familia C1,2025-01,16,0.0,16.0
5879,Familia C1,2025-01,0,0.6961929798126221,-0.6961929798126221
5908,Familia C1,2025-01,13,0.0,13.0
6010,Familia C1,2025-01,5,0.6224581003189087,4.377541899681091
6029,Familia C1,2025-01,15,0.0,15.0
6208,Familia C1,2025-01,0,0.7106622457504272,-0.7106622457504272
6211,Familia C1,2025-01,8,0.0,8.0
6225,Familia C1,2025-01,0,1.5264943838119507,-1.5264943838119507
6360,Familia C1,2025-01,0,0.0,0.0
6488,Familia C1,2025-01,0,0.5802782773971558,-0.5802782773971558
6510,Familia C1,2025-01,0,1.119346022605896,-1.119346022605896
6525,Familia C1,2025-01,0,0.7004915475845337,-0.7004915475845337
6546,Familia C1,2025-01,0,0.9882833957672119,-0.9882833957672119
6642,Familia C1,2025-01,6,1.0056350231170654,4.994364976882935
6656,Familia C1,2025-01,3,0.37791967391967773,2.6220803260803223
6666,Familia C1,2025-01,0,0.0,0.0
6712,Familia C1,2025-01,0,0.24523206055164337,-0.24523206055164337
6713,Familia C1,2025-01,6,0.023761630058288574,5.976238369941711
6716,Familia C1,2025-01,0,0.6021130084991455,-0.6021130084991455
6742,Familia C1,2025-01,0,1.0151013135910034,-1.0151013135910034
7000,Familia C1,2025-01,6,0.7223989963531494,5.277601003646851
7090,Familia C1,2025-01,15,0.978806734085083,14.021193265914917
7094,Familia C1,2025-01,1,0.029287412762641907,0.9707125872373581
7228,Familia C1,2025-01,6,0.0,6.0
7280,Familia C1,2025-01,10,0.16472889482975006,9.83527110517025
7283,Familia C1,2025-01,0,0.7551237940788269,-0.7551237940788269
7362,Familia C1,2025-01,0,1.285773754119873,-1.285773754119873
7372,Familia C1,2025-01,5,0.25202476978302,4.74797523021698
7410,Familia C1,2025-01,5,0.5741812586784363,4.425818741321564
7412,Familia C1,2025-01,0,1.4151555299758911,-1.4151555299758911
7484,Familia C1,2025-01,10,0.2277512550354004,9.7722487449646
7549,Familia C1,2025-01,15,1.04879891872406,13.95120108127594
7602,Familia C1,2025-01,5,0.0,5.0
7648,Familia C1,2025-01,6,0.0,6.0
7649,Familia C1,2025-01,7,0.47613877058029175,6.523861229419708
7733,Familia C1,2025-01,20,1.2534499168395996,18.7465500831604
7750,Familia C1,2025-01,6,0.7982861399650574,5.201713860034943
7777,Familia C1,2025-01,0,0.541656494140625,-0.541656494140625
7941,Familia C1,2025-01,5,1.4905188083648682,3.509481191635132
8001,Familia C1,2025-01,0,0.832481324672699,-0.832481324672699
8154,Familia C1,2025-01,5,0.0,5.0
8173,Familia C1,2025-01,0,0.8933248519897461,-0.8933248519897461
8177,Familia C1,2025-01,0,1.0096020698547363,-1.0096020698547363
8191,Familia C1,2025-01,0,0.618496298789978,-0.618496298789978
8239,Familia C1,2025-01,0,0.0,0.0
8288,Familia C1,2025-01,7,0.2911827862262726,6.708817213773727
8348,Familia C1,2025-01,0,0.0,0.0
8616,Familia C1,2025-01,0,0.0,0.0
8749,Familia C1,2025-01,7,0.13658380508422852,6.8634161949157715
8757,Familia C1,2025-01,2,1.0089645385742188,0.9910354614257812
8813,Familia C1,2025-01,10,0.0,10.0
8849,Familia C1,2025-01,0,0.5200812816619873,-0.5200812816619873
8918,Familia C1,2025-01,4,0.4073816239833832,3.592618376016617
8956,Familia C1,2025-01,0,0.08093059808015823,-0.08093059808015823
8994,Familia C1,2025-01,0,0.0,0.0
9119,Familia C1,2025-01,6,0.0,6.0
9158,Familia C1,2025-01,15,0.0,15.0
9217,Familia C1,2025-01,1,1.1086660623550415,-0.1086660623550415
9265,Familia C1,2025-01,5,0.06572351604700089,4.934276483952999
9270,Familia C1,2025-01,5,0.0,5.0
9353,Familia C1,2025-01,0,0.14919567108154297,-0.14919567108154297
9374,Familia C1,2025-01,0,0.6051480770111084,-0.6051480770111084
9448,Familia C1,2025-01,1,0.8583219051361084,0.1416780948638916
9482,Familia C1,2025-01,0,0.0,0.0
9490,Familia C1,2025-01,0,0.0,0.0
9520,Familia C1,2025-01,5,0.0,5.0
9581,Familia C1,2025-01,0,1.0380527973175049,-1.0380527973175049
9683,Familia C1,2025-01,0,0.08569122105836868,-0.08569122105836868
9722,Familia C1,2025-01,0,0.0,0.0
9741,Familia C1,2025-01,6,0.3181682229042053,5.681831777095795
9827,Familia C1,2025-01,0,0.0,0.0
9835,Familia C1,2025-01,15,1.017406702041626,13.982593297958374
9853,Familia C1,2025-01,15,0.4249899387359619,14.575010061264038
9992,Familia C1,2025-01,20,0.35964158177375793,19.640358418226242
10006,Familia C1,2025-01,6,0.35431039333343506,5.645689606666565
10023,Familia C1,2025-01,10,0.0,10.0
10217,Familia C1,2025-01,8,0.0,8.0
10244,Familia C1,2025-01,8,0.7894971370697021,7.210502862930298
10445,Familia C1,2025-01,0,0.0,0.0
10483,Familia C1,2025-01,0,0.0,0.0
10501,Familia C1,2025-01,0,1.0444014072418213,-1.0444014072418213
10537,Familia C1,2025-01,0,0.0,0.0
10544,Familia C1,2025-01,15,0.0,15.0
10711,Familia C1,2025-01,0,0.7324507236480713,-0.7324507236480713
10756,Familia C1,2025-01,20,0.8172509074211121,19.182749092578888
10783,Familia C1,2025-01,5,0.0,5.0
10793,Familia C1,2025-01,0,1.3310096263885498,-1.3310096263885498
10958,Familia C1,2025-01,5,0.08996784687042236,4.910032153129578
10994,Familia C1,2025-01,0,0.5931179523468018,-0.5931179523468018
11041,Familia C1,2025-01,0,0.4270764887332916,-0.4270764887332916
11045,Familia C1,2025-01,0,0.0,0.0
11123,Familia C1,2025-01,5,0.9753714203834534,4.024628579616547
11130,Familia C1,2025-01,5,1.0171935558319092,3.982806444168091
11131,Familia C1,2025-01,15,0.0,15.0
11154,Familia C1,2025-01,5,0.0,5.0
11344,Familia C1,2025-01,6,0.6377605199813843,5.362239480018616
11348,Familia C1,2025-01,5,0.533548891544342,4.466451108455658
11378,Familia C1,2025-01,15,0.17534410953521729,14.824655890464783
11386,Familia C1,2025-01,0,0.4355517625808716,-0.4355517625808716
11409,Familia C1,2025-01,0,0.36043572425842285,-0.36043572425842285
11426,Familia C1,2025-01,0,0.12300708889961243,-0.12300708889961243
11506,Familia C1,2025-01,0,0.9499560594558716,-0.9499560594558716
11602,Familia C1,2025-01,0,0.15638914704322815,-0.15638914704322815
11609,Familia C1,2025-01,8,1.2243231534957886,6.775676846504211
11664,Familia C1,2025-01,5,0.22214993834495544,4.7778500616550446
11668,Familia C1,2025-01,6,0.4124974310398102,5.58750256896019
11682,Familia C1,2025-01,10,0.0,10.0
11712,Familia C1,2025-01,15,0.5832740068435669,14.416725993156433
11728,Familia C1,2025-01,6,0.025408832356333733,5.974591167643666
11760,Familia C1,2025-01,0,0.6149618625640869,-0.6149618625640869
11761,Familia C1,2025-01,6,0.05841357633471489,5.941586423665285
11960,Familia C1,2025-01,5,0.0,5.0
11999,Familia C1,2025-01,21,1.0373280048370361,19.962671995162964
12008,Familia C1,2025-01,3,0.014423184096813202,2.985576815903187
12055,Familia C1,2025-01,0,0.7210098505020142,-0.7210098505020142
12213,Familia C1,2025-01,0,0.5824745893478394,-0.5824745893478394
12223,Familia C1,2025-01,0,0.0,0.0
12295,Familia C1,2025-01,0,0.0,0.0
12435,Familia C1,2025-01,20,0.0831354409456253,19.916864559054375
12555,Familia C1,2025-01,7,0.6849721670150757,6.315027832984924
12697,Familia C1,2025-01,0,0.6557557582855225,-0.6557557582855225
12727,Familia C1,2025-01,5,0.1625700294971466,4.837429970502853
12798,Familia C1,2025-01,10,1.4923272132873535,8.507672786712646
12821,Familia C1,2025-01,10,0.0,10.0
12828,Familia C1,2025-01,0,0.0,0.0
12840,Familia C1,2025-01,0,0.025782519951462746,-0.025782519951462746
12897,Familia C1,2025-01,0,0.2980734407901764,-0.2980734407901764
13105,Familia C1,2025-01,0,0.44303813576698303,-0.44303813576698303
13152,Familia C1,2025-01,6,0.24935951828956604,5.750640481710434
13173,Familia C1,2025-01,10,0.0,10.0
13225,Familia C1,2025-01,0,0.7559528946876526,-0.7559528946876526
13297,Familia C1,2025-01,10,0.0,10.0
13417,Familia C1,2025-01,0,0.7225079536437988,-0.7225079536437988
13425,Familia C1,2025-01,0,1.2037911415100098,-1.2037911415100098
13953,Familia C1,2025-01,0,0.48385679721832275,-0.48385679721832275
13991,Familia C1,2025-01,6,0.0,6.0
14244,Familia C1,2025-01,0,1.0873810052871704,-1.0873810052871704
14372,Familia C1,2025-01,6,0.03594108670949936,5.964058913290501
14674,Familia C1,2025-01,0,1.4703428745269775,-1.4703428745269775
14687,Familia C1,2025-01,0,0.0,0.0
14697,Familia C1,2025-01,15,0.0,15.0
14713,Familia C1,2025-01,6,0.0,6.0
14832,Familia C1,2025-01,0,1.0038914680480957,-1.0038914680480957
15167,Familia C1,2025-01,10,0.47858625650405884,9.521413743495941
15196,Familia C1,2025-01,7,0.6288048028945923,6.371195197105408
15205,Familia C1,2025-01,0,1.597221851348877,-1.597221851348877
15218,Familia C1,2025-01,0,0.05592663586139679,-0.05592663586139679
15255,Familia C1,2025-01,5,0.10151068866252899,4.898489311337471
15330,Familia C1,2025-01,0,0.0,0.0
15351,Familia C1,2025-01,6,0.4920220375061035,5.5079779624938965
15384,Familia C1,2025-01,15,0.28850555419921875,14.711494445800781
15451,Familia C1,2025-01,0,0.8317842483520508,-0.8317842483520508
15499,Familia C1,2025-01,6,0.16920775175094604,5.830792248249054
15557,Familia C1,2025-01,2,0.4002382457256317,1.5997617542743683
15573,Familia C1,2025-01,0,0.41869106888771057,-0.41869106888771057
15574,Familia C1,2025-01,0,0.5812126398086548,-0.5812126398086548
15578,Familia C1,2025-01,2,0.531669557094574,1.468330442905426
15644,Familia C1,2025-01,5,0.0,5.0
15647,Familia C1,2025-01,10,0.5326512455940247,9.467348754405975
15786,Familia C1,2025-01,6,0.8945822715759277,5.105417728424072
15888,Familia C1,2025-01,0,1.1128803491592407,-1.1128803491592407
16074,Familia C1,2025-01,0,0.0,0.0
16435,Familia C1,2025-01,0,1.3211183547973633,-1.3211183547973633
16694,Familia C1,2025-01,0,0.0,0.0
16752,Familia C1,2025-01,0,0.807610034942627,-0.807610034942627
16779,Familia C1,2025-01,5,0.5253197550773621,4.474680244922638
16831,Familia C1,2025-01,0,0.25344884395599365,-0.25344884395599365
16947,Familia C1,2025-01,12,0.5618939399719238,11.438106060028076
17056,Familia C1,2025-01,4,0.20916412770748138,3.7908358722925186
17143,Familia C1,2025-01,10,1.3780436515808105,8.62195634841919
17321,Familia C1,2025-01,10,0.0,10.0
17563,Familia C1,2025-01,15,0.1774147003889084,14.822585299611092
17685,Familia C1,2025-01,0,1.0847153663635254,-1.0847153663635254
17690,Familia C1,2025-01,0,0.0,0.0
17751,Familia C1,2025-01,0,0.06933525204658508,-0.06933525204658508
17758,Familia C1,2025-01,5,0.0,5.0
17956,Familia C1,2025-01,0,0.8559625148773193,-0.8559625148773193
18088,Familia C1,2025-01,0,0.0,0.0
18323,Familia C1,2025-01,0,0.15244585275650024,-0.15244585275650024
18359,Familia C1,2025-01,0,0.0,0.0
18442,Familia C1,2025-01,5,0.0,5.0
18590,Familia C1,2025-01,0,1.2267353534698486,-1.2267353534698486
18655,Familia C1,2025-01,0,0.0,0.0
18765,Familia C1,2025-01,7,1.0799670219421387,5.920032978057861
18785,Familia C1,2025-01,0,0.13198699057102203,-0.13198699057102203
18803,Familia C1,2025-01,0,0.20556141436100006,-0.20556141436100006
18936,Familia C1,2025-01,0,1.0092906951904297,-1.0092906951904297
19065,Familia C1,2025-01,1,0.07036995887756348,0.9296300411224365
19212,Familia C1,2025-01,72,0.25317394733428955,71.74682605266571
19306,Familia C1,2025-01,0,0.008774587884545326,-0.008774587884545326
19307,Familia C1,2025-01,8,0.5589327812194824,7.441067218780518
19531,Familia C1,2025-01,0,0.0,0.0
19550,Familia C1,2025-01,2,0.4424266219139099,1.55757337808609
19583,Familia C1,2025-01,0,0.9784137010574341,-0.9784137010574341
19881,Familia C1,2025-01,5,0.5435624122619629,4.456437587738037
20140,Familia C1,2025-01,4,0.031463515013456345,3.9685364849865437
20265,Familia C1,2025-01,5,0.0,5.0
20325,Familia C1,2025-01,0,0.0,0.0
20614,Familia C1,2025-01,0,0.7600623369216919,-0.7600623369216919
20676,Familia C1,2025-01,0,0.019408751279115677,-0.019408751279115677
20694,Familia C1,2025-01,1,0.6704803109169006,0.32951968908309937
20758,Familia C1,2025-01,2,0.025782519951462746,1.9742174800485373
21097,Familia C1,2025-01,0,0.7044062614440918,-0.7044062614440918
21188,Familia C1,2025-01,0,0.43806469440460205,-0.43806469440460205
21189,Familia C1,2025-01,10,0.1215338185429573,9.878466181457043
21233,Familia C1,2025-01,2,0.8835471868515015,1.1164528131484985
21246,Familia C1,2025-01,6,0.2630295753479004,5.7369704246521
21315,Familia C1,2025-01,5,0.4976431131362915,4.5023568868637085
21374,Familia C1,2025-01,0,0.49829086661338806,-0.49829086661338806
21457,Familia C1,2025-01,6,0.43233439326286316,5.567665606737137
21480,Familia C1,2025-01,10,1.160245656967163,8.839754343032837
21511,Familia C1,2025-01,0,0.37926506996154785,-0.37926506996154785
21529,Familia C1,2025-01,0,1.4303772449493408,-1.4303772449493408
21547,Familia C1,2025-01,3,0.0,3.0
21601,Familia C1,2025-01,0,0.17706263065338135,-0.17706263065338135
21609,Familia C1,2025-01,0,1.0273393392562866,-1.0273393392562866
21781,Familia C1,2025-01,0,0.007397738751024008,-0.007397738751024008
21797,Familia C1,2025-01,6,1.014225721359253,4.985774278640747
21812,Familia C1,2025-01,20,0.10180673003196716,19.898193269968033
21958,Familia C1,2025-01,0,0.0205979086458683,-0.0205979086458683
21978,Familia C1,2025-01,5,0.44325771927833557,4.556742280721664
22016,Familia C1,2025-01,24,1.0417975187301636,22.958202481269836
22211,Familia C1,2025-01,5,0.0,5.0
22216,Familia C1,2025-01,4,0.5766873359680176,3.4233126640319824
22280,Familia C1,2025-01,5,0.20804746448993683,4.791952535510063
22293,Familia C1,2025-01,10,0.6187077164649963,9.381292283535004
22364,Familia C1,2025-01,0,0.0,0.0
22401,Familia C1,2025-01,6,0.2332621067762375,5.7667378932237625
22450,Familia C1,2025-01,0,0.01351819559931755,-0.01351819559931755
22496,Familia C1,2025-01,15,0.8242659568786621,14.175734043121338
22540,Familia C1,2025-01,10,1.1112923622131348,8.888707637786865
22568,Familia C1,2025-01,0,1.1135458946228027,-1.1135458946228027
22597,Familia C1,2025-01,0,0.5480595827102661,-0.5480595827102661
22703,Familia C1,2025-01,6,0.007785795256495476,5.9922142047435045
22737,Familia C1,2025-01,0,0.8523693680763245,-0.8523693680763245
22738,Familia C1,2025-01,20,0.0,20.0
22813,Familia C1,2025-01,0,0.7106583118438721,-0.7106583118438721
22924,Familia C1,2025-01,0,0.36591896414756775,-0.36591896414756775
22959,Familia C1,2025-01,2,0.035040583461523056,1.964959416538477
23006,Familia C1,2025-01,5,1.240432620048523,3.759567379951477
23112,Familia C1,2025-01,0,0.892117977142334,-0.892117977142334
23153,Familia C1,2025-01,12,0.33074676990509033,11.66925323009491
23159,Familia C1,2025-01,5,0.0,5.0
23194,Familia C1,2025-01,0,0.0,0.0
23329,Familia C1,2025-01,0,0.0,0.0
23332,Familia C1,2025-01,0,0.05744436755776405,-0.05744436755776405
23335,Familia C1,2025-01,15,0.18481408059597015,14.81518591940403
23464,Familia C1,2025-01,2,0.0,2.0
23468,Familia C1,2025-01,5,0.22250857949256897,4.777491420507431
23706,Familia C1,2025-01,15,0.2529338002204895,14.74706619977951
23847,Familia C1,2025-01,10,1.2267858982086182,8.773214101791382
23908,Familia C1,2025-01,8,1.1488796472549438,6.851120352745056
23981,Familia C1,2025-01,0,0.9985463619232178,-0.9985463619232178
24046,Familia C1,2025-01,1,1.1072955131530762,-0.10729551315307617
24195,Familia C1,2025-01,0,0.4908759593963623,-0.4908759593963623
24226,Familia C1,2025-01,8,0.7272385358810425,7.2727614641189575
24229,Familia C1,2025-01,0,1.0651037693023682,-1.0651037693023682
24279,Familia C1,2025-01,5,0.5605294704437256,4.439470529556274
24315,Familia C1,2025-01,0,0.054718125611543655,-0.054718125611543655
24454,Familia C1,2025-01,10,0.5534303188323975,9.446569681167603
24468,Familia C1,2025-01,6,0.6786059141159058,5.321394085884094
24531,Familia C1,2025-01,14,0.0,14.0
24564,Familia C1,2025-01,17,0.5084112882614136,16.491588711738586
24601,Familia C1,2025-01,0,1.1432560682296753,-1.1432560682296753
24622,Familia C1,2025-01,24,1.0303146839141846,22.969685316085815
24661,Familia C1,2025-01,15,0.6263384819030762,14.373661518096924
24678,Familia C1,2025-01,12,0.0,12.0
24808,Familia C1,2025-01,0,0.9881085157394409,-0.9881085157394409
24874,Familia C1,2025-01,15,1.027289867401123,13.972710132598877
24936,Familia C1,2025-01,0,0.0,0.0
25219,Familia C1,2025-01,8,0.382732629776001,7.617267370223999
25266,Familia C1,2025-01,0,0.0,0.0
25307,Familia C1,2025-01,0,1.3996431827545166,-1.3996431827545166
25315,Familia C1,2025-01,0,0.0,0.0
25409,Familia C1,2025-01,0,0.0,0.0
25416,Familia C1,2025-01,9,0.958463191986084,8.041536808013916
25446,Familia C1,2025-01,5,0.692744255065918,4.307255744934082
25515,Familia C1,2025-01,15,1.417173147201538,13.582826852798462
25523,Familia C1,2025-01,0,0.6282649040222168,-0.6282649040222168
25542,Familia C1,2025-01,10,0.7794355154037476,9.220564484596252
25667,Familia C1,2025-01,12,0.0,12.0
25862,Familia C1,2025-01,10,0.27472901344299316,9.725270986557007
26095,Familia C1,2025-01,0,0.632728099822998,-0.632728099822998
26107,Familia C1,2025-01,0,1.3144941329956055,-1.3144941329956055
26136,Familia C1,2025-01,0,0.6088161468505859,-0.6088161468505859
26160,Familia C1,2025-01,2,1.0857789516448975,0.9142210483551025
26181,Familia C1,2025-01,0,0.0,0.0
26192,Familia C1,2025-01,12,1.3012487888336182,10.698751211166382
26194,Familia C1,2025-01,0,0.20505507290363312,-0.20505507290363312
26207,Familia C1,2025-01,15,1.0438942909240723,13.956105709075928
26261,Familia C1,2025-01,0,0.39481493830680847,-0.39481493830680847
26346,Familia C1,2025-01,15,0.6024762392044067,14.397523760795593
26402,Familia C1,2025-01,4,0.5115193724632263,3.4884806275367737
26463,Familia C1,2025-01,0,0.6564205884933472,-0.6564205884933472
26757,Familia C1,2025-01,0,0.639284610748291,-0.639284610748291
26769,Familia C1,2025-01,5,0.7953783273696899,4.20462167263031
26837,Familia C1,2025-01,0,0.36661145091056824,-0.36661145091056824
26898,Familia C1,2025-01,4,0.29182958602905273,3.7081704139709473
26899,Familia C1,2025-01,0,0.1546279340982437,-0.1546279340982437
26905,Familia C1,2025-01,2,0.0,2.0
26919,Familia C1,2025-01,0,1.0181713104248047,-1.0181713104248047
26926,Familia C1,2025-01,15,1.007528305053711,13.992471694946289
27125,Familia C1,2025-01,5,0.6696234345436096,4.33037656545639
27130,Familia C1,2025-01,6,0.28495097160339355,5.7150490283966064
27133,Familia C1,2025-01,31,0.633660078048706,30.366339921951294
27179,Familia C1,2025-01,6,0.1238994151353836,5.876100584864616
27238,Familia C1,2025-01,0,0.6384190917015076,-0.6384190917015076
27275,Familia C1,2025-01,0,1.3697091341018677,-1.3697091341018677
27364,Familia C1,2025-01,0,1.305993914604187,-1.305993914604187
27445,Familia C1,2025-01,0,1.518012285232544,-1.518012285232544
27465,Familia C1,2025-01,10,1.442361831665039,8.557638168334961
27489,Familia C1,2025-01,0,0.16103239357471466,-0.16103239357471466
27498,Familia C1,2025-01,0,0.5984512567520142,-0.5984512567520142
27694,Familia C1,2025-01,6,1.3220438957214355,4.6779561042785645
27735,Familia C1,2025-01,0,0.14096038043498993,-0.14096038043498993
27841,Familia C1,2025-01,0,0.030260013416409492,-0.030260013416409492
27862,Familia C1,2025-01,0,0.7065449357032776,-0.7065449357032776
27932,Familia C1,2025-01,0,0.0,0.0
27949,Familia C1,2025-01,0,0.20166882872581482,-0.20166882872581482
28005,Familia C1,2025-01,0,0.4364590644836426,-0.4364590644836426
28043,Familia C1,2025-01,6,0.6733351945877075,5.3266648054122925
28065,Familia C1,2025-01,15,1.3201954364776611,13.679804563522339
28215,Familia C1,2025-01,3,0.8780525922775269,2.121947407722473
28221,Familia C1,2025-01,0,0.9172220230102539,-0.9172220230102539
28289,Familia C1,2025-01,15,1.193643569946289,13.806356430053711
28342,Familia C1,2025-01,15,0.9506117105484009,14.0493882894516
28408,Familia C1,2025-01,9,0.0,9.0
28472,Familia C1,2025-01,5,0.0,5.0
28478,Familia C1,2025-01,0,0.6671320199966431,-0.6671320199966431
28536,Familia C1,2025-01,0,0.0,0.0
28706,Familia C1,2025-01,5,1.2441017627716064,3.7558982372283936
28766,Familia C1,2025-01,7,0.36919742822647095,6.630802571773529
28828,Familia C1,2025-01,0,0.21787534654140472,-0.21787534654140472
28853,Familia C1,2025-01,0,0.6744866371154785,-0.6744866371154785
28915,Familia C1,2025-01,15,1.3368983268737793,13.66310167312622
28992,Familia C1,2025-01,0,0.0,0.0
29025,Familia C1,2025-01,0,1.1966793537139893,-1.1966793537139893
29045,Familia C1,2025-01,0,0.4515090584754944,-0.4515090584754944
29081,Familia C1,2025-01,0,0.12222687155008316,-0.12222687155008316
29150,Familia C1,2025-01,0,0.9974818229675293,-0.9974818229675293
29206,Familia C1,2025-01,0,1.6509251594543457,-1.6509251594543457
29230,Familia C1,2025-01,0,0.7857260704040527,-0.7857260704040527
29271,Familia C1,2025-01,3,1.0508108139038086,1.9491891860961914
29318,Familia C1,2025-01,0,1.1303367614746094,-1.1303367614746094
29367,Familia C1,2025-01,10,0.38112884759902954,9.61887115240097
29400,Familia C1,2025-01,0,0.14330798387527466,-0.14330798387527466
29404,Familia C1,2025-01,15,0.028491554781794548,14.971508445218205
29432,Familia C1,2025-01,1,0.45488715171813965,0.5451128482818604
29669,Familia C1,2025-01,0,1.4808528423309326,-1.4808528423309326
29678,Familia C1,2025-01,6,0.0,6.0
29716,Familia C1,2025-01,6,1.2192692756652832,4.780730724334717
29747,Familia C1,2025-01,10,1.3630690574645996,8.6369309425354
29768,Familia C1,2025-01,0,0.0,0.0
29805,Familia C1,2025-01,4,0.7513149976730347,3.2486850023269653
29870,Familia C1,2025-01,0,0.6654139757156372,-0.6654139757156372
29912,Familia C1,2025-01,15,0.2607121467590332,14.739287853240967
29967,Familia C1,2025-01,0,0.8156460523605347,-0.8156460523605347
29968,Familia C1,2025-01,10,0.0,10.0
29981,Familia C1,2025-01,0,0.5341951847076416,-0.5341951847076416
30126,Familia C1,2025-01,6,0.40924617648124695,5.590753823518753
30200,Familia C1,2025-01,4,0.0,4.0
30224,Familia C1,2025-01,0,0.527880072593689,-0.527880072593689
30282,Familia C1,2025-01,0,0.1505909264087677,-0.1505909264087677
30313,Familia C1,2025-01,15,0.07551682740449905,14.924483172595501
30335,Familia C1,2025-01,0,1.2434871196746826,-1.2434871196746826
30376,Familia C1,2025-01,10,0.5463423728942871,9.453657627105713
30442,Familia C1,2025-01,0,0.0,0.0
30444,Familia C1,2025-01,0,0.6004247665405273,-0.6004247665405273
30453,Familia C1,2025-01,0,0.041247643530368805,-0.041247643530368805
30454,Familia C1,2025-01,15,0.0,15.0
30530,Familia C1,2025-01,4,0.47724834084510803,3.522751659154892
